08:50,09:15,,オープニングセレモニー,式,test1.jpg,テキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキスト
10:10,10:40,筝曲部,パフォーマンス,演奏,test3.jpg,テキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキスト
10:40,10:45,###,,,,
10:45,11:15,高1G,かぐや姫の物語,演劇,test1.jpg,テキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキスト
11:15,11:45,高1A,ええ恋,演劇,test2.jpg,テキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキスト
15:00,16:30,有志,バンドパフォーマンス,演奏,test2.jpg,テキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキスト
16:30,16:45,###,,,,
16:45,17:15,有志,弾き語り・漫才,上演,test3.jpg,テキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキスト
17:15,18:00,有志,ダンスパフォーマンス,上演,test1.jpg,テキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキストテキスト
